cement,slag,ash,water,superplastic,coarseagg,fineagg,age,strength,water_cement_ratio,total_binder,aggregate_to_cement,cement_water_interaction,age_strength_proxy
237.5,237.5,0.0,228.0,0.0,932.0,594.0,28,30.08,0.9599959579117562,475.0,6.425236104269034,54150.0,5.291502622129181
336.0,0.0,0.0,182.0,3.0,986.0,817.0,28,44.86,0.5416650545682901,336.0,5.36605545816828,61152.0,5.291502622129181
190.7,0.0,125.4,162.1,7.8,1090.0,804.0,3,15.04,0.8500217618156172,316.1,9.931778018993084,30912.469999999998,1.7320508075688772
312.7,0.0,0.0,178.1,8.0,999.7,822.2,28,25.1,0.5695536630839044,312.7,5.826332502934114,55691.869999999995,5.291502622129181
229.7,0.0,118.2,195.2,6.1,1028.1,757.6,3,13.36,0.8498003926844028,347.9,7.774019268527346,44837.439999999995,1.7320508075688772
228.0,342.1,0.0,185.7,0.0,955.8,674.3,7,21.92,0.8144701119731931,570.1,7.149530045920851,42339.6,2.6457513110645907
236.0,157.0,0.0,192.0,0.0,972.6,749.1,7,20.42,0.8135558747632425,393.0,7.295308070728514,45312.0,2.6457513110645907
132.0,207.0,161.0,179.0,5.0,867.0,736.0,28,33.3,1.356050332952023,500.0,12.143847395095491,23628.0,5.291502622129181
331.0,0.0,0.0,192.0,0.0,1025.0,821.0,28,31.74,0.5800586705176117,331.0,5.577022425914121,63552.0,5.291502622129181
310.0,143.0,0.0,168.0,10.0,914.0,804.0,28,45.3,0.5419337356976268,453.0,5.541917606717398,52080.0,5.291502622129181
304.0,76.0,0.0,228.0,0.0,932.0,670.0,90,49.19,0.7499975329028523,380.0,5.2697195075016205,69312.0,9.486832980505138
425.0,106.3,0.0,153.5,16.5,852.1,887.1,91,65.2,0.3611756207632453,531.3,4.092225665351376,65237.5,9.539392014169456
166.1,0.0,163.3,176.5,4.5,1058.6,780.1,28,21.54,1.062606486414892,329.4,11.069770802102335,29316.649999999998,5.291502622129181
255.0,99.0,77.0,189.0,6.0,919.0,749.0,28,33.8,0.7411735640252392,431.0,6.541150819016396,48195.0,5.291502622129181
339.0,0.0,0.0,197.0,0.0,968.0,781.0,28,32.04,0.5811192297367854,339.0,5.159276816292578,66783.0,5.291502622129181
475.0,0.0,0.0,228.0,0.0,932.0,594.0,28,39.29,0.47999898947581165,475.0,3.2126248155267043,108300.0,5.291502622129181
145.7,172.6,0.0,181.9,3.4,985.8,816.8,28,23.74,1.2484471623393114,318.29999999999995,12.371912341027173,26502.829999999998,5.291502622129181
313.0,145.0,0.0,127.0,8.0,1000.0,822.0,28,44.52,0.4057495023977559,458.0,5.821067664320561,39751.0,5.291502622129181
331.0,0.0,0.0,192.0,0.0,1025.0,821.0,90,37.91,0.5800586705176117,331.0,5.577022425914121,63552.0,9.486832980505138
178.0,129.8,118.6,179.9,3.6,1007.3,746.8,28,39.16,1.0106684793905651,426.4,9.854439020005504,32022.2,5.291502622129181
165.0,0.0,143.6,163.8,0.0,1005.6,900.9,14,16.88,0.9927212562348108,308.6,11.554475427421652,27027.000000000004,3.7416573867739413
277.2,97.8,24.5,160.7,11.2,1061.7,782.5,14,47.71,0.5797237383703522,399.5,6.652934152474199,44546.03999999999,3.7416573867739413
325.0,0.0,0.0,184.0,0.0,1063.0,783.0,7,17.54,0.5661521041473719,325.0,5.679982523130699,59800.0,2.6457513110645907
167.0,75.4,167.0,164.0,7.9,1007.3,770.1,28,41.41,0.982030047724265,409.4,10.643050041616517,27388.0,5.291502622129181
194.7,0.0,100.5,170.2,7.5,998.0,901.8,14,24.28,0.8741608928562257,295.2,9.757525641881655,33137.939999999995,3.7416573867739413
246.8,0.0,125.1,143.3,12.0,1086.8,800.9,56,60.32,0.5806297381291,371.9,7.648672412186335,35366.44,7.483314773547883
382.0,0.0,0.0,185.0,0.0,1047.0,739.0,28,37.42,0.4842919259373667,382.0,4.6753804309412805,70670.0,5.291502622129181
149.0,118.0,92.0,183.0,7.0,953.0,780.0,28,23.52,1.2281796766464654,359.0,11.630794424198495,27267.0,5.291502622129181
531.3,0.0,0.0,141.8,28.2,852.1,893.7,91,59.2,0.26689202542438284,531.3,3.285896318659292,75338.34,9.539392014169456
387.0,20.0,94.0,157.0,11.6,938.0,845.0,56,61.46,0.40568370624365313,501.0,4.607223237149258,60759.0,7.483314773547883
193.5,290.2,0.0,185.7,0.0,998.2,704.3,7,17.2,0.9596849628684089,483.7,8.798404142614249,35932.95,2.6457513110645907
326.0,0.0,138.0,199.0,11.0,801.0,792.0,28,40.68,0.6104275753755357,464.0,4.886488078257429,64874.0,5.291502622129181
337.9,189.0,0.0,174.9,9.5,944.7,755.8,28,49.9,0.5176072281526247,526.9,5.032539116486783,59098.71,5.291502622129181
425.0,106.3,0.0,153.5,16.5,852.1,887.1,3,33.4,0.3611756207632453,531.3,4.092225665351376,65237.5,1.7320508075688772
200.0,200.0,0.0,190.0,0.0,1145.0,660.0,28,49.25,0.9499952500237498,400.0,9.024954875225623,38000.0,5.291502622129181
331.0,0.0,0.0,192.0,0.0,978.0,825.0,180,39.0,0.5800586705176117,331.0,5.4471134528294485,63552.0,13.416407864998739
218.9,0.0,124.1,158.5,11.3,1078.7,794.9,56,37.27,0.7240716122813509,343.0,8.559120332935892,34695.65,7.483314773547883
234.0,156.0,0.0,189.0,5.9,981.0,760.0,28,39.3,0.8076888560305298,390.0,7.44013914470451,44226.0,5.291502622129181
309.9,142.8,111.2,167.8,22.1,913.9,651.2,28,38.22,0.5414632414867975,563.9,5.050322522353913,52001.22,5.291502622129181
350.0,0.0,0.0,186.0,0.0,1050.0,770.0,7,20.28,0.5314270530655627,350.0,5.1999851428995925,65100.0,2.6457513110645907
182.0,45.2,122.0,170.2,8.2,1059.4,780.7,100,48.67,0.9351596969247421,349.2,10.110384008879073,30976.399999999998,10.0
480.0,0.0,0.0,192.0,0.0,936.2,712.2,7,34.57,0.3999991666684028,480.0,3.4341595121676836,92160.0,2.6457513110645907
295.7,0.0,95.6,171.5,8.9,955.1,859.2,14,35.23,0.5799777477925337,391.29999999999995,6.135589666588887,50712.549999999996,3.7416573867739413
250.0,0.0,95.7,187.4,5.5,956.9,861.2,100,42.35,0.7495970016119936,345.7,7.272370910516358,46850.0,10.0
178.0,129.8,118.6,179.9,3.6,1007.3,746.8,3,20.73,1.0106684793905651,426.4,9.854439020005504,32022.2,1.7320508075688772
233.8,0.0,94.6,197.9,4.6,947.0,852.2,3,10.38,0.8464463368420152,328.4,7.6954332958370575,46269.020000000004,1.7320508075688772
194.7,0.0,100.5,165.6,7.5,1006.4,905.9,100,37.34,0.8505349227790304,295.2,9.821726647526207,32242.319999999996,10.0
379.5,151.2,0.0,153.9,15.9,1134.3,605.0,56,54.9,0.40553252824103236,530.7,4.583123628132732,58405.05,7.483314773547883
332.5,142.5,0.0,228.0,0.0,932.0,594.0,365,41.05,0.6857122234218845,475.0,4.589459881323665,75810.0,19.1049731745428
350.0,0.0,0.0,203.0,0.0,974.0,775.0,56,29.98,0.5799983428618776,350.0,4.99712857963263,71050.0,7.483314773547883
237.0,92.0,71.0,247.0,6.0,853.0,695.0,28,28.63,1.042189695402129,400.0,6.5316180100505905,58539.0,5.291502622129181
238.1,0.0,94.1,186.7,7.0,949.9,847.0,100,44.3,0.7841210242712126,332.2,7.546797367503707,44453.27,10.0
295.7,0.0,95.6,171.5,8.9,955.1,859.2,100,52.04,0.5799777477925337,391.29999999999995,6.135589666588887,50712.549999999996,10.0
323.7,282.8,0.0,183.8,10.3,942.7,659.9,7,49.8,0.5678079462219765,606.5,4.9508651502466785,59496.060000000005,2.6457513110645907
200.0,133.0,0.0,192.0,0.0,965.4,806.2,3,11.41,0.9599952000239999,333.0,8.857955710221448,38400.0,1.7320508075688772
342.0,38.0,0.0,228.0,0.0,932.0,670.0,90,50.46,0.6666647173546276,380.0,4.684196829833831,77976.0,9.486832980505138
388.6,97.1,0.0,157.9,12.1,852.1,925.7,3,28.1,0.406329371257408,485.70000000000005,4.574872426988094,61359.94,1.7320508075688772
147.8,175.1,0.0,171.2,2.2,1000.0,828.5,28,26.92,1.1583142197955356,322.9,12.371364199159679,25303.36,5.291502622129181
290.4,0.0,96.2,168.1,9.4,961.2,865.0,56,45.08,0.5788547560097934,386.59999999999997,6.288545838340778,48816.24,7.483314773547883
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,14,36.94,0.3999992000016,500.0,3.4759930480139043,100000.0,3.7416573867739413
284.0,15.0,141.0,179.0,5.5,842.0,801.0,7,24.13,0.6302794708469337,440.0,5.785190897215151,50836.0,2.6457513110645907
165.0,128.5,132.1,175.1,8.1,1005.8,746.6,3,19.42,1.0612056896624869,425.6,10.620541693686706,28891.5,1.7320508075688772
218.2,54.6,123.8,140.8,11.9,1075.7,792.7,3,27.42,0.6452766027653403,396.6,8.562747191809388,30722.56,1.7320508075688772
168.9,42.2,124.3,158.3,10.8,1080.8,796.2,56,39.15,0.9372354219335587,335.40000000000003,11.113018869041627,26736.870000000003,7.483314773547883
190.3,0.0,125.2,161.9,9.9,1088.1,802.6,28,28.47,0.8507574841960893,315.5,9.935313004135551,30809.570000000003,5.291502622129181
116.0,173.0,0.0,192.0,0.0,909.8,891.9,90,31.02,1.6551581451884034,289.0,15.53176265721847,22272.0,9.486832980505138
277.0,0.0,0.0,191.0,0.0,968.0,856.0,90,31.25,0.6895281966491096,277.0,6.584813773235476,52907.0,9.486832980505138
376.0,0.0,0.0,214.6,0.0,1003.5,762.4,100,43.06,0.5707431629171199,376.0,4.696530062420047,80689.59999999999,10.0
236.0,0.0,0.0,194.0,0.0,968.0,885.0,14,12.84,0.8220304151253596,236.0,7.851661645501502,45784.0,3.7416573867739413
273.0,0.0,90.0,199.0,11.0,931.0,762.0,28,32.24,0.7289350588459383,363.0,6.201442485558662,54327.0,5.291502622129181
500.0,0.0,0.0,140.0,4.0,966.0,853.0,28,67.57,0.27999944000112004,500.0,3.637992724014552,70000.0,5.291502622129181
212.5,0.0,100.4,159.3,8.7,1007.8,903.6,14,26.31,0.7496435310892655,312.9,8.994781201029642,33851.25,3.7416573867739413
362.6,189.0,0.0,164.9,11.6,944.7,755.8,3,35.3,0.4547698434367252,551.6,4.689727827557012,59792.740000000005,1.7320508075688772
275.1,0.0,121.4,159.5,9.9,1053.6,777.5,3,23.8,0.5797870600252271,396.5,6.656100850233186,43878.450000000004,1.7320508075688772
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,7,14.59,1.3753483141238243,349.0,13.27999083101124,26803.199999999997,2.6457513110645907
362.6,189.0,0.0,164.9,11.6,944.7,755.8,7,55.9,0.4547698434367252,551.6,4.689727827557012,59792.740000000005,2.6457513110645907
182.0,45.2,122.0,170.2,8.2,1059.4,780.7,14,21.5,0.9351596969247421,349.2,10.110384008879073,30976.399999999998,3.7416573867739413
427.5,47.5,0.0,228.0,0.0,932.0,594.0,180,41.84,0.5333320857728988,475.0,3.5695822933747525,97470.0,13.416407864998739
183.9,122.6,0.0,203.5,0.0,959.2,800.0,3,4.9,1.106573645602797,306.5,9.56601649800708,37423.65,1.7320508075688772
475.0,0.0,59.0,142.0,1.9,1098.0,641.0,28,57.23,0.29894673905949676,534.0,3.6610449241159495,67450.0,5.291502622129181
362.6,189.0,0.0,164.9,11.6,944.7,755.8,28,71.3,0.4547698434367252,551.6,4.689727827557012,59792.740000000005,5.291502622129181
318.8,212.5,0.0,155.7,14.3,852.1,880.4,7,33.4,0.48839244544402305,531.3,5.434424609709506,49637.159999999996,2.6457513110645907
252.0,97.0,76.0,194.0,8.0,835.0,821.0,28,33.4,0.7698382149277185,425.0,6.571402494434546,48888.0,5.291502622129181
237.5,237.5,0.0,228.0,0.0,932.0,594.0,180,36.25,0.9599959579117562,475.0,6.425236104269034,54150.0,13.416407864998739
149.5,236.0,0.0,175.8,12.6,846.8,892.7,28,32.96,1.1759118668102555,385.5,11.635373676430257,26282.100000000002,5.291502622129181
540.0,0.0,0.0,162.0,2.5,1055.0,676.0,28,61.89,0.2999994444454733,540.0,3.205549619352557,87480.0,5.291502622129181
313.0,0.0,113.0,178.0,8.0,1002.0,689.0,28,36.8,0.5686882789511855,426.0,5.402538650036262,55714.0,5.291502622129181
380.0,0.0,0.0,228.0,0.0,932.0,670.0,180,53.1,0.5999984210567867,380.0,4.2157783795305805,86640.0,13.416407864998739
251.4,0.0,118.3,192.9,5.8,1043.6,754.3,3,11.98,0.7673000505169033,369.7,7.151522865859722,48495.060000000005,1.7320508075688772
436.0,0.0,0.0,218.0,0.0,838.4,719.7,28,23.85,0.49999885321363946,436.0,3.5736156568448236,95048.0,5.291502622129181
155.0,0.0,143.0,193.0,9.0,877.0,868.0,28,9.74,1.2451532570757609,298.0,11.25799188392333,29915.0,5.291502622129181
281.0,0.0,0.0,186.0,0.0,1104.0,774.0,7,14.5,0.6619193526001688,281.0,6.683250237543639,52266.0,2.6457513110645907
151.6,0.0,111.9,184.4,7.9,992.0,815.9,28,12.18,1.2163508156278653,263.5,11.925383077948036,27955.04,5.291502622129181
326.5,0.0,137.9,199.0,10.8,801.1,792.5,28,38.63,0.6094927733758856,464.4,4.880842631416137,64973.5,5.291502622129181
397.0,17.2,158.0,167.0,20.8,967.0,633.0,28,55.65,0.4206538522572991,572.2,4.030216548572926,66299.0,5.291502622129181
238.0,0.0,0.0,186.0,0.0,1119.0,789.0,7,12.05,0.7815093213894059,238.0,8.016773038768745,44268.0,2.6457513110645907
158.6,148.9,116.0,175.1,15.0,953.3,719.7,28,27.68,1.104028347866659,423.5,10.54848330086191,27770.859999999997,5.291502622129181
385.0,0.0,0.0,186.0,0.0,966.0,763.0,28,31.35,0.48311562827109544,385.0,4.490897426240451,71610.0,5.291502622129181
302.0,0.0,0.0,203.0,0.0,974.0,817.0,14,18.13,0.6721832046913753,302.0,5.930443938927355,61306.0,3.7416573867739413
192.0,288.0,0.0,192.0,0.0,929.8,716.1,3,12.79,0.9999947916937932,480.0,8.572351185670907,36864.0,1.7320508075688772
155.6,243.5,0.0,180.3,10.7,1022.0,697.7,28,37.36,1.1587329130275512,399.1,11.051985527085302,28054.68,5.291502622129181
160.0,128.0,122.0,182.0,6.4,824.0,879.0,28,39.4,1.1374928906694333,410.0,10.643683476978268,29120.0,5.291502622129181
222.4,0.0,96.7,189.3,4.5,967.1,870.3,56,29.45,0.8511652375663779,319.1,8.261653499759444,42100.32000000001,7.483314773547883
251.8,0.0,99.9,146.1,12.4,1006.0,899.8,14,33.36,0.5802200944396566,351.70000000000005,7.568675263402448,36787.98,3.7416573867739413
331.0,0.0,0.0,192.0,0.0,978.0,825.0,7,16.26,0.5800586705176117,331.0,5.4471134528294485,63552.0,2.6457513110645907
250.0,0.0,95.7,191.8,5.3,948.9,857.2,56,39.64,0.7671969312122752,345.7,7.2243711025155894,47950.0,7.483314773547883
155.0,183.0,0.0,193.0,9.0,877.0,868.0,28,23.79,1.2451532570757609,338.0,11.25799188392333,29915.0,5.291502622129181
213.5,0.0,174.2,154.6,11.7,1052.3,775.5,28,45.94,0.7241183882042707,387.7,8.561084023025654,33007.1,5.291502622129181
446.0,24.0,79.0,162.0,11.6,967.0,712.0,56,61.07,0.363227885139271,549.0,3.764565550301457,72252.0,7.483314773547883
133.0,210.0,0.0,196.0,3.0,949.0,795.0,28,31.03,1.473673130277216,343.0,13.112683363282983,26068.0,5.291502622129181
122.6,183.9,0.0,203.5,0.0,958.2,800.1,90,33.19,1.659855955497916,306.5,14.341644847921307,24949.1,9.486832980505138
290.2,193.5,0.0,185.7,0.0,998.2,704.3,7,21.86,0.6399013097818409,483.7,5.866623478209931,53890.13999999999,2.6457513110645907
323.7,282.8,0.0,183.8,10.3,942.7,659.9,28,74.7,0.5678079462219765,606.5,4.9508651502466785,59496.060000000005,5.291502622129181
375.0,93.8,0.0,126.6,23.4,852.1,992.6,91,62.5,0.33759909973573404,468.8,4.919186882168314,47475.0,9.539392014169456
181.4,0.0,167.0,169.6,7.6,1055.6,777.8,28,27.77,0.934945231834444,348.4,10.106890259700883,30765.44,5.291502622129181
298.2,0.0,107.0,209.7,11.1,879.6,744.2,28,31.88,0.7032169576896121,405.2,5.445320438227908,62532.53999999999,5.291502622129181
236.0,0.0,0.0,193.0,0.0,968.0,885.0,7,9.99,0.8177931449443011,236.0,7.851661645501502,45548.0,2.6457513110645907
236.0,0.0,0.0,193.0,0.0,968.0,885.0,365,25.08,0.8177931449443011,236.0,7.851661645501502,45548.0,19.1049731745428
339.0,0.0,0.0,197.0,0.0,968.0,781.0,3,13.22,0.5811192297367854,339.0,5.159276816292578,66783.0,1.7320508075688772
387.0,20.0,94.0,157.0,14.3,938.0,845.0,56,56.34,0.40568370624365313,501.0,4.607223237149258,60759.0,7.483314773547883
166.8,250.2,0.0,203.5,0.0,975.6,692.6,90,43.57,1.2200166665667471,417.0,10.001139081899987,33943.8,9.486832980505138
387.0,20.0,94.0,157.0,13.9,938.0,845.0,28,46.68,0.40568370624365313,501.0,4.607223237149258,60759.0,5.291502622129181
133.0,200.0,0.0,192.0,0.0,927.4,839.2,3,6.88,1.4435981684348238,333.0,13.282606897692498,25536.0,1.7320508075688772
162.0,214.0,164.0,202.0,10.0,820.0,680.0,28,30.65,1.2469058832970166,540.0,9.259202103690718,32724.0,5.291502622129181
262.0,111.0,86.0,195.0,5.0,895.0,733.0,28,33.72,0.7442719684276015,459.0,6.213716741539155,51090.0,5.291502622129181
213.7,98.1,24.5,181.7,6.9,1065.8,785.4,14,30.39,0.8502533914207233,336.29999999999995,8.662570600979873,38829.28999999999,3.7416573867739413
332.5,142.5,0.0,228.0,0.0,932.0,594.0,90,37.72,0.6857122234218845,475.0,4.589459881323665,75810.0,9.486832980505138
313.3,262.2,0.0,175.5,8.6,1046.9,611.8,7,42.8,0.5601641871554831,575.5,5.294269727833617,54984.15,2.6457513110645907
302.0,0.0,0.0,203.0,0.0,974.0,817.0,180,26.74,0.6721832046913753,302.0,5.930443938927355,61306.0,13.416407864998739
183.9,122.6,0.0,203.5,0.0,959.2,800.0,90,32.53,1.106573645602797,306.5,9.56601649800708,37423.65,9.486832980505138
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,7,33.21,0.3999992000016,500.0,3.4759930480139043,100000.0,2.6457513110645907
218.2,54.6,123.8,140.8,11.9,1075.7,792.7,28,55.51,0.6452766027653403,396.6,8.562747191809388,30722.56,5.291502622129181
387.0,20.0,94.0,157.0,11.6,938.0,845.0,28,46.68,0.40568370624365313,501.0,4.607223237149258,60759.0,5.291502622129181
380.0,95.0,0.0,228.0,0.0,932.0,594.0,270,41.15,0.5999984210567867,475.0,4.015778905844985,86640.0,16.431676725154983
213.5,0.0,174.2,159.2,11.7,1043.6,771.9,14,29.59,0.7456639547355749,387.7,8.50347305164847,33989.2,3.7416573867739413
160.0,188.0,146.0,203.0,11.0,829.0,710.0,28,32.84,1.2687420703620602,494.0,9.61868988318823,32480.0,5.291502622129181
322.0,0.0,0.0,203.0,0.0,974.0,800.0,180,29.59,0.6304328247427804,322.0,5.50929966056006,65366.0,13.416407864998739
173.5,50.1,173.5,164.8,6.5,1006.2,793.5,14,33.01,0.949850433138714,397.1,10.372850876940191,28592.800000000003,3.7416573867739413
252.0,0.0,0.0,186.0,0.0,1111.0,784.0,7,11.47,0.7380923091575033,252.0,7.5198114293197245,46872.0,2.6457513110645907
299.8,0.0,119.8,211.5,9.9,878.2,727.6,28,23.84,0.7054679604137412,419.6,5.356219625685038,63407.700000000004,5.291502622129181
531.3,0.0,0.0,141.8,28.2,852.1,893.7,28,56.4,0.26689202542438284,531.3,3.285896318659292,75338.34,5.291502622129181
198.6,132.4,0.0,192.0,0.0,978.4,825.5,360,44.3,0.9667625037134757,331.0,9.083035835670517,38131.2,18.973665961010276
116.0,173.0,0.0,192.0,0.0,909.8,891.9,28,22.35,1.6551581451884034,289.0,15.53176265721847,22272.0,5.291502622129181
304.0,76.0,0.0,228.0,0.0,932.0,670.0,365,55.26,0.7499975329028523,380.0,5.2697195075016205,69312.0,19.1049731745428
331.0,0.0,0.0,192.0,0.0,978.0,825.0,28,31.45,0.5800586705176117,331.0,5.4471134528294485,63552.0,5.291502622129181
286.3,200.9,0.0,144.7,11.2,1004.6,803.7,28,67.7,0.5054121361783577,487.20000000000005,6.316079929864025,41427.61,5.291502622129181
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,7,18.13,0.5501416901384237,349.0,5.30944037409635,67008.0,2.6457513110645907
520.0,0.0,0.0,170.0,5.2,855.0,855.0,28,60.28,0.3269224482260611,520.0,3.288455214509203,88400.0,5.291502622129181
252.1,97.1,75.6,193.8,8.3,835.5,821.4,28,33.4,0.7687395131316417,424.79999999999995,6.5723658375016365,48856.98,5.291502622129181
255.5,170.3,0.0,185.7,0.0,1026.6,724.3,7,17.24,0.7268073314781546,425.8,6.852810752208406,47446.35,2.6457513110645907
446.0,24.0,79.0,162.0,11.6,967.0,712.0,28,44.42,0.363227885139271,549.0,3.764565550301457,72252.0,5.291502622129181
172.4,13.6,172.4,156.8,4.1,1006.3,856.4,100,37.68,0.9095074854554208,358.4,10.804461691057474,27032.320000000003,10.0
190.7,0.0,125.4,162.1,7.8,1090.0,804.0,56,35.34,0.8500217618156172,316.1,9.931778018993084,30912.469999999998,7.483314773547883
322.0,149.0,0.0,186.0,8.0,951.0,709.0,28,52.42,0.5776379576460943,471.0,5.155263492970519,59892.0,5.291502622129181
446.0,24.0,79.0,162.0,11.6,967.0,712.0,28,57.03,0.363227885139271,549.0,3.764565550301457,72252.0,5.291502622129181
178.0,129.8,118.6,179.9,3.6,1007.3,746.8,56,48.59,1.0106684793905651,426.4,9.854439020005504,32022.2,7.483314773547883
212.1,0.0,121.6,180.3,5.7,1057.6,779.3,3,12.47,0.8500667134997006,333.7,8.660496650180809,38241.630000000005,1.7320508075688772
276.0,116.0,90.0,180.0,9.0,870.0,768.0,28,44.28,0.6521715501030794,482.0,5.934761105938023,49680.0,5.291502622129181
393.0,0.0,0.0,192.0,0.0,940.6,785.6,90,48.85,0.48854837519497407,393.0,4.392355235737314,75456.0,9.486832980505138
238.1,0.0,0.0,185.7,0.0,1118.8,789.3,28,17.58,0.779921125908753,238.1,8.013826065409217,44215.17,5.291502622129181
230.0,0.0,118.3,195.5,4.6,1029.4,758.6,3,10.03,0.8499963043638941,348.3,7.773879244003287,44965.0,1.7320508075688772
389.9,189.0,0.0,145.9,22.0,944.7,755.8,3,40.6,0.37419755271209876,578.9,4.361363525612912,56886.409999999996,1.7320508075688772
157.0,236.0,0.0,192.0,0.0,935.4,781.2,90,43.38,1.2229221469926943,393.0,10.933688320456557,30144.0,9.486832980505138
296.0,0.0,0.0,192.0,0.0,1085.0,765.0,7,14.2,0.6486464572754822,296.0,6.2499788852064695,56832.0,2.6457513110645907
230.0,0.0,118.3,195.5,4.6,1029.4,758.6,28,24.48,0.8499963043638941,348.3,7.773879244003287,44965.0,5.291502622129181
359.0,19.0,141.0,154.0,10.9,942.0,801.0,28,59.49,0.42896816443408237,519.0,4.85513967927666,55286.0,5.291502622129181
374.0,189.2,0.0,170.1,10.1,926.1,756.7,56,63.4,0.4548116181507536,563.2,4.499453210018156,63617.4,7.483314773547883
102.0,153.0,0.0,192.0,0.0,887.0,942.0,7,7.68,1.8823344869167948,255.0,17.93119675297301,19584.0,2.6457513110645907
202.0,11.0,141.0,206.0,1.7,942.0,801.0,3,9.85,1.019796931698358,354.0,8.628670155098241,41612.0,1.7320508075688772
350.0,0.0,0.0,203.0,0.0,974.0,775.0,14,22.53,0.5799983428618776,350.0,4.99712857963263,71050.0,3.7416573867739413
236.0,157.0,0.0,192.0,0.0,972.6,749.1,28,32.88,0.8135558747632425,393.0,7.295308070728514,45312.0,5.291502622129181
252.0,0.0,0.0,185.0,0.0,1111.0,784.0,7,13.71,0.7341240709362264,252.0,7.5198114293197245,46620.0,2.6457513110645907
252.3,0.0,98.8,146.3,14.2,987.8,889.0,100,60.95,0.5798629414865577,351.1,7.438733893246558,36911.490000000005,10.0
336.5,0.0,0.0,181.9,3.4,985.8,816.8,28,44.87,0.5405630295303729,336.5,5.356893441624245,61209.35,5.291502622129181
362.6,189.0,0.0,164.9,11.6,944.7,755.8,56,77.3,0.4547698434367252,551.6,4.689727827557012,59792.740000000005,7.483314773547883
218.2,54.6,123.8,140.8,11.9,1075.7,792.7,56,61.99,0.6452766027653403,396.6,8.562747191809388,30722.56,7.483314773547883
315.0,137.0,0.0,145.0,5.9,1130.0,745.0,28,81.75,0.4603159989968286,452.0,5.952362055993474,45675.0,5.291502622129181
159.0,209.0,161.0,201.0,7.0,848.0,669.0,28,30.88,1.2641429928113659,529.0,9.540820497984289,31959.0,5.291502622129181
154.8,183.4,0.0,193.3,9.1,877.2,867.7,28,23.79,1.2486999437988127,338.20000000000005,11.271891008456016,29922.840000000004,5.291502622129181
281.0,0.0,0.0,186.0,0.0,1104.0,774.0,28,22.44,0.6619193526001688,281.0,6.683250237543639,52266.0,5.291502622129181
231.8,0.0,121.6,174.0,6.7,1056.4,778.5,14,26.77,0.7506438712516339,353.4,7.915841605515075,40333.200000000004,3.7416573867739413
318.8,212.5,0.0,155.7,14.3,852.1,880.4,91,68.1,0.48839244544402305,531.3,5.434424609709506,49637.159999999996,9.539392014169456
266.0,114.0,0.0,228.0,0.0,932.0,670.0,365,52.91,0.857139634813403,380.0,6.022533749873121,60648.0,19.1049731745428
